宣传标语,楼盘链接,面积|m2,房型,楼盘描述,均价|元/m2,总价|万
湖边美墅、有小路径直通山姆、240方五房900万、买少见少,http://guangzhou.anjuke.com/prop/view/A778452862,240,5室2厅,华南碧桂园  [番禺-华南碧桂园 迎宾路],37500,240
万达广场旁，双地铁环绕，成熟商圈，带省级学位，不限购可入户,http://guangzhou.anjuke.com/prop/view/A777416485,96,3室2厅,御江南  [广州周边-广州周边 金泉大道3号],9583,96
曾经的梦想，如今的好房，只要420万元，值得拥有,http://guangzhou.anjuke.com/prop/view/A778008581,80,2室2厅,嘉和苑  [越秀-东风东 东风西路148号],52500,80
麒麟广场精装修不到80万，商住两用生活十分便捷不限购不限贷,http://guangzhou.anjuke.com/prop/view/A767645542,59,3室2厅,"麒麟广场(黄阁大道南)  [南沙-南沙 黄阁大道南,近宝田街]",13898,59
广州雅居乐花园一尺山居 顶楼复式 景观好房 带超大露台,http://guangzhou.anjuke.com/prop/view/A781623810,170,4室2厅,广州雅居乐花园一尺山居(兴南大道398号)  [番禺-广州雅居乐花园 兴南大道398号],28823,170
广州雅居乐花园新地朝向：南北通透豪华装修,http://guangzhou.anjuke.com/prop/view/A778811877,136,4室2厅,广州雅居乐花园新地  [番禺-广州雅居乐花园 番禺南村镇兴南大道398号],32058,136
首付15万就可以买到省商业中心三房俩厅俩卫住宅,http://guangzhou.anjuke.com/prop/view/A777634940,112,3室2厅,都市经典(鹤峰路1号)  [广州周边-广州周边 鹤峰路1号],8928,112
格局方正，双南设计，全明通透，豪华气派彰显无疑。,http://guangzhou.anjuke.com/prop/view/A729045106,114,3室2厅,"香江国际(工业大街)  [广州周边-广州周边 工业大街,近体育东路]",5964,114
观望是没有结果的，该出手时就出手 这才是硬道理,http://guangzhou.anjuke.com/prop/view/A755316468,90,2室2厅,金泽豪庭  [增城-新塘 金泽路1号],21111,90
金湖翡翠谷别墅 靠山望湖 南向景观阳台 格局方正 全新未住,http://guangzhou.anjuke.com/prop/view/A769967222,201,5室2厅,金湖翡翠谷  [天河-沙太 沙太北路938号],39303,201
机场路 万方园电梯1房 格局方正 通风采光 产权清晰 随时约,http://guangzhou.anjuke.com/prop/view/A760693717,44,1室,万方园  [白云-机场路 远景路],19545,44
海伦堡精致小两房 电梯中层景观好 带装修即时入住,http://guangzhou.anjuke.com/prop/view/A782167086,63,2室2厅,中颐海伦堡御院  [番禺-市桥南 南华路190号],23015,63
大石海滨花园 电梯复式 156平米280万 带露台 豪华装修,http://guangzhou.anjuke.com/prop/view/A772758752,156,4室2厅,上漖海滨花园  [番禺-大石 沿江路],17948,156
豪利花园南向望花园学校就在家门口现南向仅售150万,http://guangzhou.anjuke.com/prop/view/A739556795,100,3室2厅,豪利花园  [花都-镜湖大道 镜湖大道18号],15000,100
精美复式  交通便利  双*  佛山禅城中心,http://guangzhou.anjuke.com/prop/view/A755313033,40,2室2厅,"苹果公馆(影荫路)  [广州周边-广州周边 影荫路,近佛山大道]",13000,40
金名都 满两年88方 南向江景三房，没有笋的只有更笋的！,http://guangzhou.anjuke.com/prop/view/A765704235,88,3室1厅,金名都  [白云-金沙洲 彩滨北路体育公园前行100米],24431,88
"银业国际 豪华装修大一房 ,证满五年，不买就没了！",http://guangzhou.anjuke.com/prop/view/A777949202,51,1室1厅,银业国际  [海珠-广州大道南 海珠大道南859号],33333,51
祈福新村绿怡居 邻近公园 保养好,http://guangzhou.anjuke.com/prop/view/A745759094,50,2室1厅,祈福新邨绿怡居  [番禺-祈福 鸿福路],16000,50
远洋天骄 天河CBD罕有小户型住宅住宅 错过您一定会遗憾,http://guangzhou.anjuke.com/prop/view/A779072158,25,1室1厅,远洋天骄  [天河-沙太 天河区元岗街68号],40800,25
江南新苑，南北对流，厅大房大，高层急售，随时看房,http://guangzhou.anjuke.com/prop/view/A779009335,97,3室2厅,江南新苑  [海珠-新港西 新港西路20号],44329,97
笋到爆 万通国际 魁奇路地铁口 带精装修出售 世博广场旁,http://guangzhou.anjuke.com/prop/view/A749994900,28,1室1厅,万通国际  [广州周边-广州周边 佛山市禅城区魁奇路地铁站旁边],16178,28
富力伯爵山团购一手楼免费专 车看房让您买房更省心更实惠,http://guangzhou.anjuke.com/prop/view/A782157077,81,2室2厅,富力伯爵山  [南沙-南沙 英东大道],15185,81
鹤山新华城 读省级学校可入户 独立大阳台,http://guangzhou.anjuke.com/prop/view/A782140043,120,3室2厅,鹤山新华城(鹤山大道)  [广州周边-广州周边 鹤山大道],7916,120
南浦 广州碧桂园复试东南向 仅售185万 性价比超高 源真照,http://guangzhou.anjuke.com/prop/view/A776185635,142,4室2厅,广州碧桂园  [番禺-南浦 南浦大道],17605,142
荔湾广场 实用大两房 可改三房 通风采光好,http://guangzhou.anjuke.com/prop/view/A771615033,80,2室2厅,荔湾广场  [荔湾-西关 德星路9号],20625,80
克莱望江单位，视野开阔，性价比高，197方实用5房单位,http://guangzhou.anjuke.com/prop/view/A742331607,197,5室2厅,珠江帝景  [海珠-赤岗 艺洲路],44670,197
碧桂园凤凰城凤馨苑 正南向 高楼层 带入户花园,http://guangzhou.anjuke.com/prop/view/A779546860,99,3室2厅,碧桂园凤凰城凤馨苑  [增城-广园东 凤凰城大道],25252,99
青山地铁口的高档小区，户型方正，性价比超高,http://hangzhou.anjuke.com/prop/view/A761660957,91,3室2厅,青山鹤岭  [临安-临安 鹤亭大街],8241,91
流水西苑 河罕上 带院子 自住装修 总价低 诚售,http://hangzhou.anjuke.com/prop/view/A760039817,43,2室1厅,河罕上  [下城-艮山门 朝晖路与建国北路交叉口],28704,43
"万科倾力打造富春山居图式江南雨墅,国家公园景观别墅住宅",http://hangzhou.anjuke.com/prop/view/A747505823,162,3室3厅,"万科君望别墅(江滨东大道)  [富阳-富春 江滨东大道,近高尔夫路]",19629,162
景海湾 一线江景房 南北通透 全明户型 挥泪甩卖先到先得,http://hangzhou.anjuke.com/prop/view/A734233907,89,3室2厅,众安景海湾  [萧山-钱江世纪新城 弘慧路],14606,89
仙林苑 长寿桥小学 户型正气 前无遮挡,http://hangzhou.anjuke.com/prop/view/A780567113,116,3室2厅,仙林苑北区  [下城-孩儿巷 二圣庙前60号],42068,116
好的房子不是用来欣赏的 是用来享受的！！！,http://hangzhou.anjuke.com/prop/view/A777967852,89,3室2厅,滨江万家花城一期  [西湖-申花 萍水街380号],38202,89
（好房急售）求是学区景观房视野好房东降价20万急售另曙光东山,http://hangzhou.anjuke.com/prop/view/A773043568,84,4室2厅,浙大求是村  [西湖-黄龙 玉古路],66666,84
售保利东湾  精致两房  精装修  家具家电全送,http://hangzhou.anjuke.com/prop/view/A771565756,89,2室2厅,保利东湾西区  [江干-下沙 24号大街],16853,89
两房朝南 南北通透 温馨三口之家 小区中间位置 精装修,http://hangzhou.anjuke.com/prop/view/A769626574,94,2室2厅,华家池小区  [江干-凯旋 凯旋路258号],50836,94
大华海派风景优户型，87方187万，精装修，拎包入住,http://hangzhou.anjuke.com/prop/view/A751457812,87,3室2厅,大华海派风景  [余杭-良渚 东吴路],21494,87
都市知音 配套比较成熟 精装修 拎包入住 看房方便,http://hangzhou.anjuke.com/prop/view/A742799410,110,3室2厅,都市知音  [余杭-临平 超峰东路155号],10909,110
四房朝南，户型正气，送露台,http://hangzhou.anjuke.com/prop/view/A777666741,151,4室2厅,东新园小区  [下城-三塘 香积寺东路],27111,151
保利东湾一线江景标准两房全明户型！精装修拎包入住！！,http://hangzhou.anjuke.com/prop/view/A777426669,77,2室2厅,保利东湾西区  [江干-下沙 24号大街],17272,77
春江公馆 不限购70年住宅 26.8万元，一线山景房一手免拥,http://hangzhou.anjuke.com/prop/view/A775250583,56,1室1厅,同方春江燕语  [桐庐-桐庐 320国道],7415,56
黎明 楼层东边套 大三房带储藏室 低市场价 不靠高架 急,http://hangzhou.anjuke.com/prop/view/A768354951,138,3室2厅,滨江金色黎明一期  [江干-城东新城 德胜东路],31884,138
湖畔花园  联排别墅  中装修 带车库,http://hangzhou.anjuke.com/prop/view/A755822187,212,5室3厅,湖畔花园  [西湖-文一西路 文一西路176号],41599,212
精装修 小三房 得房率高 视野好,http://hangzhou.anjuke.com/prop/view/A779054090,87,3室2厅,四季风景苑  [江干-下沙 5号大街],19439,87
九洲芳园三房朝南，赠送10余平可改四房,http://hangzhou.anjuke.com/prop/view/A775924160,130,3室2厅,九洲芳园  [江干-九堡 金堡街18号],22778,130
世贸西西湖英式排屋赠送50方4+1风格前后花园,http://hangzhou.anjuke.com/prop/view/A774219098,208,5室3厅,世茂西西湖  [余杭-老余杭 南湖东路],15384,208
滨江开发商  三房两卫 格局方正 位置 纯边套 看房随时,http://hangzhou.anjuke.com/prop/view/A771448478,118,3室2厅,滨江金色江南  [萧山-钱江世纪新城 飞虹路],33050,118
和达城，建在地铁上的房子 文海小学,http://hangzhou.anjuke.com/prop/view/A770497280,82,2室2厅,和达城  [江干-下沙 经济技术开发区(2号大街与5号大街交界处)],24366,82
东方花城 中间楼层 自住精装 地铁口,http://hangzhou.anjuke.com/prop/view/A769795112,87,3室2厅,瑞立东方花城  [滨江-西兴 滨安路],32800,87
30万豪华装修！两房朝南 经典飞机户型！学区房 地铁房！急售,http://hangzhou.anjuke.com/prop/view/A765733208,61,2室1厅,古荡新村西区  [西湖-古荡 文三西路13号],27540,61
轻轨旁野风春晓两房户型仅售62万房源真实可看房,http://hangzhou.anjuke.com/prop/view/A760845176,62,2室2厅,野风春晓  [富阳-富春 九龙大道],10483,62
德圣博奥城 76方刚需两房 30万次新装修 满两年无税！,http://hangzhou.anjuke.com/prop/view/A779876996,77,2室2厅,德圣博奥城  [萧山-城厢 建设二路528号],31892,77
绿城紫桂小三房户型，南北通透，西边套，采光好小区绿化率高，高,http://hangzhou.anjuke.com/prop/view/A771673171,89,3室2厅,绿城紫桂公寓  [余杭-星桥 东港路],12359,89
仅此一套、房东降价出售（精装别墅）急售,http://hangzhou.anjuke.com/prop/view/A768588841,280,4室2厅,浪漫和山(别墅)  [余杭-闲林 小和山高教园区],21428,280
5.毛坯房给您更多的自由装修空间 总有一处让人忘形的舒展自己,http://hangzhou.anjuke.com/prop/view/A767249677,284,2室2厅,金地自在城  [西湖-三墩 金渡北路],28169,284
重汽嘉泽苑 采光好 南北通透 性价比高 随时看房 诚心出售,http://hangzhou.anjuke.com/prop/view/A764950141,93,3室2厅,重汽嘉泽苑  [萧山- 红山大道],10752,93
保利江语海文海好房 诚心出售 一线江景 价格可谈,http://hangzhou.anjuke.com/prop/view/A762650785,89,3室2厅,保利江语海  [江干-下沙 6号大街],22471,89
富阳银湖九龙大道野风春晓电梯高层单价只要12000,http://hangzhou.anjuke.com/prop/view/A762107191,62,2室2厅,野风春晓  [富阳-富春 九龙大道],11290,62
毛坯两房 南北带阳台 两梯四户 业主诚心出售 随时看房,http://hangzhou.anjuke.com/prop/view/A754508395,84,2室2厅,庭院深深西区  [余杭-闲林 东西大道],11666,84
盛世钱塘 全明西边套 精装修大四房 送车位 单价低 房东诚售,http://hangzhou.anjuke.com/prop/view/A780934531,186,4室2厅,盛世钱塘  [江干-钱江新城 富春路899号],42416,186
江南实验，户型方正，南北通透，精装三房,http://hangzhou.anjuke.com/prop/view/A781308822,137,3室2厅,钱塘春晓花园  [滨江-西兴 月明路862号],35139,137
满五唯一无综合税，采光好，精装修保养好,http://hangzhou.anjuke.com/prop/view/A777000564,119,3室2厅,景城花园  [西湖-文三路 华星路],41193,119
学军小学十三中本部   2房朝南  户型方正,http://hangzhou.anjuke.com/prop/view/A775768092,80,2室2厅,马塍路小区  [西湖-文二路 马塍路24-37 ],61036,80
宝龙广场旁，西边套四房，毛坯房,http://hangzhou.anjuke.com/prop/view/A774194508,89,4室2厅,高运莱茵传奇  [萧山-北干 建设一路],29213,89
杭州东站隔壁、新干线、loft精装2房、1号和4号地铁地段优,http://hangzhou.anjuke.com/prop/view/A765005754,45,2室2厅,东亚新干线  [江干-城东新城 江干区天城路与明月桥路交叉口],23333,45
紫荆家园 精装3房  纯边套 拎包入住 诚心出售免税 位置佳,http://hangzhou.anjuke.com/prop/view/A764582052,107,3室2厅,紫荆家园  [拱墅-大关 登云路],34112,107
颐景山庄 精装修 图片真实 只卖毛坯* 你敢出手吗,http://hangzhou.anjuke.com/prop/view/A753699540,107,2室2厅,颐景山庄（公寓）  [富阳-富春 银湖开发区九龙大道99号],13084,107
总价低 采光好 不沿街,http://hangzhou.anjuke.com/prop/view/A779760407,129,3室2厅,香榭里花园  [江干-下沙 4号大街],14341,129
全明户型 南北通透 配套成熟 交通便利 房东诚售,http://hangzhou.anjuke.com/prop/view/A770557811,135,3室2厅,红街公寓  [江干-城东新城 新风路318号],26943,135
盛世钱塘LOFT好户型，房东急售，钱江新城，开发商精装修,http://hangzhou.anjuke.com/prop/view/A767823599,76,3室2厅,盛世钱塘  [江干-钱江新城 富春路899号],42105,76
北景东苑  阳光无遮挡 中间楼层 户型好 小区中间 业主诚售,http://hangzhou.anjuke.com/prop/view/A759107159,125,3室2厅,北景东苑  [江干-南肖埠 凤起东路112号],36800,125
新城山语院89方小三房120万房东诚心出售,http://hangzhou.anjuke.com/prop/view/A754005413,89,3室2厅,新城山语院  [余杭-临平 星光街],13483,89
保亿围庐 前庭后院 家族式山景合院 美景现房 高配套地铁区域,http://hangzhou.anjuke.com/prop/view/A781859332,210,5室3厅,保亿丽景山  [西湖-文一西路 上仓路],19047,210
金沙湖不限购民用水电独立产权公寓双地铁通天燃气租金*率高,http://hangzhou.anjuke.com/prop/view/A781859608,127,2室2厅,金沙国际  [江干-下沙 幸福南路],12283,127
文海南在出好房大三房豪华精装双阳台全线江景高校旁边,http://hangzhou.anjuke.com/prop/view/A776981164,89,3室2厅,保利江语海  [江干-下沙 6号大街],23595,89
朗诗国际精装两房 房东自住，现在置换，诚心出售150万,http://hangzhou.anjuke.com/prop/view/A776085124,82,2室2厅,朗诗国际街区  [江干-下沙 27号路60号],18292,82
