楼盘,楼盘链接,地理位置,价格|元/m2
前川欣城商铺,http://wh.fang.anjuke.com/loupan/410736.html,黄陂 黄陂,23000
美安国际电商物流城,http://wh.fang.anjuke.com/loupan/410706.html,东西湖 吴家山,14000
枫景国际公寓,http://wh.fang.anjuke.com/loupan/247449.html,经济开发区 经济开发区,10000
都会轩,http://wh.fang.anjuke.com/loupan/298048.html,江汉 江汉路,32000
宏诚海岸,http://gz.fang.anjuke.com/loupan/239256.html,从化 街口,5128
大岗绿庭雅苑,http://gz.fang.anjuke.com/loupan/239190.html,南沙 明珠湾,12000
万科缤纷四季,http://gz.fang.anjuke.com/loupan/243898.html,广州周边 佛山,10000
广州时代云图,http://gz.fang.anjuke.com/loupan/252475.html,南沙 金洲,14000
敏捷金月湾,http://gz.fang.anjuke.com/loupan/246734.html,番禺 洛溪,24000
保利花城,http://gz.fang.anjuke.com/loupan/241077.html,花都 狮岭,26000
星汇金沙,http://gz.fang.anjuke.com/loupan/239237.html,白云 金沙洲,40000
越秀逸泉映翠,http://gz.fang.anjuke.com/loupan/248290.html,从化 江埔街,16010
敏捷时空壹号,http://gz.fang.anjuke.com/loupan/247756.html,番禺 广州南站,10466
新光百德广场,http://gz.fang.anjuke.com/loupan/400600.html,从化 太平镇,7000
佳润云凯雅寓,http://gz.fang.anjuke.com/loupan/250104.html,白云 广州大道北,21000
南沙城,http://gz.fang.anjuke.com/loupan/245246.html,南沙 蕉门河,13000
翔隆七色城邦,http://gz.fang.anjuke.com/loupan/247645.html,广州周边 清远,5318
天美小岛,http://gz.fang.anjuke.com/loupan/250977.html,花都 狮岭,8900
时代廊桥佛山,http://gz.fang.anjuke.com/loupan/400498.html,广州周边 佛山,20000
祈福名都,http://gz.fang.anjuke.com/loupan/240881.html,番禺 华南,21000
南沙万达广场,http://gz.fang.anjuke.com/loupan/251548.html,南沙 蕉门河,12893
新都盛世名门,http://gz.fang.anjuke.com/loupan/239541.html,增城 新塘,11095
御东雅苑,http://gz.fang.anjuke.com/loupan/245239.html,越秀 东风东,43000
凯云新世界,http://gz.fang.anjuke.com/loupan/250427.html,白云 白云大道,36000
奥园春晓,http://gz.fang.anjuke.com/loupan/248223.html,黄埔 长岭居,12000
华福御水岸,http://gz.fang.anjuke.com/loupan/250356.html,广州周边 佛山,19000
翠屏领东天河,http://gz.fang.anjuke.com/loupan/239026.html,天河 东圃,18400
臻园,http://bj.fang.anjuke.com/loupan/248002.html,朝阳 望京,56000
首开常青藤,http://bj.fang.anjuke.com/loupan/53656.html,朝阳 东坝,44086
上上城理想新城2期锦...,http://bj.fang.anjuke.com/loupan/251753.html,燕郊 燕郊,17000
金阳瑞景,http://bj.fang.anjuke.com/loupan/240119.html,涿州 涿州,6686
北京丽府,http://bj.fang.anjuke.com/loupan/240062.html,香河 香河,50000
首创新悦都,http://bj.fang.anjuke.com/loupan/246633.html,房山 长阳,22015
橡树湾,http://bj.fang.anjuke.com/loupan/52518.html,海淀 上地,60000
京东新城,http://bj.fang.anjuke.com/loupan/239671.html,香河 香河,12288
香水海,http://bj.fang.anjuke.com/loupan/249519.html,燕郊 燕郊,5400
龙河福源,http://bj.fang.anjuke.com/loupan/400509.html,廊坊 廊坊,5000
香花畦家园,http://bj.fang.anjuke.com/loupan/51988.html,顺义 后沙峪,28148
龙湖好望山,http://bj.fang.anjuke.com/loupan/219578.html,顺义 马坡,20677
金领郦家,http://bj.fang.anjuke.com/loupan/249693.html,固安 固安,8000
天时名苑,http://bj.fang.anjuke.com/loupan/148527.html,通州 通州北苑,24000
溪水雅地·尚著,http://bj.fang.anjuke.com/loupan/218324.html,密云 密云,16000
蓝河湾,http://bj.fang.anjuke.com/loupan/205225.html,密云 密云,16292
首开龙湖学府苑,http://bj.fang.anjuke.com/loupan/389781.html,朝阳 东坝,22000
华远铭悦世家,http://bj.fang.anjuke.com/loupan/245629.html,通州 土桥,30916
住总万科金域华府,http://bj.fang.anjuke.com/loupan/239854.html,昌平 回龙观,41875
绿地新都会国际花都,http://bj.fang.anjuke.com/loupan/237765.html,房山 长阳,20354
水色时光花园,http://bj.fang.anjuke.com/loupan/219571.html,顺义 马坡,14577
融景城,http://bj.fang.anjuke.com/loupan/205605.html,石景山 古城,39942
香河珠光御景,http://bj.fang.anjuke.com/loupan/237430.html,香河 香河,7930
天恒别墅山,http://bj.fang.anjuke.com/loupan/211737.html,怀柔 怀柔,16834
珠江奥古斯塔城邦,http://bj.fang.anjuke.com/loupan/215306.html,通州 马驹桥,16236
金隅翡丽蓝爵堡,http://bj.fang.anjuke.com/loupan/240360.html,海淀 西三旗,53000
众智慧谷,http://bj.fang.anjuke.com/loupan/240857.html,密云 密云,10000
方恒偶寓,http://bj.fang.anjuke.com/loupan/240241.html,丰台 方庄,22307
天晟嘉园,http://bj.fang.anjuke.com/loupan/205630.html,通州 梨园,21000
风尚国际公寓,http://bj.fang.anjuke.com/loupan/209493.html,燕郊 燕郊,10535
京东电子城,http://bj.fang.anjuke.com/loupan/249687.html,燕郊 燕郊,6500
金科王府澜庭,http://bj.fang.anjuke.com/loupan/241178.html,昌平 小汤山,25000
大中广场,http://bj.fang.anjuke.com/loupan/250969.html,廊坊 廊坊,8800
鲁能7号院溪园,http://bj.fang.anjuke.com/loupan/246389.html,顺义 马坡,23576
京汉铂寓,http://bj.fang.anjuke.com/loupan/249388.html,门头沟 大峪,28500
华远澜悦,http://bj.fang.anjuke.com/loupan/250702.html,密云 密云,14300
润泽庄园,http://bj.fang.anjuke.com/loupan/206622.html,朝阳 北苑,62500
宜品上层,http://bj.fang.anjuke.com/loupan/218650.html,海淀 上地,27627
天地新城启承一期,http://bj.fang.anjuke.com/loupan/240234.html,涿州 涿州,6507
上上城第三季,http://bj.fang.anjuke.com/loupan/214692.html,燕郊 燕郊,12196
九号院花园洋房,http://bj.fang.anjuke.com/loupan/210302.html,燕郊 燕郊,12552
首开智慧社,http://bj.fang.anjuke.com/loupan/218887.html,昌平 回龙观,34482
香公馆,http://bj.fang.anjuke.com/loupan/246627.html,香河 香河,5458
方庄公馆,http://bj.fang.anjuke.com/loupan/251170.html,丰台 方庄,69000
中海紫御公馆,http://bj.fang.anjuke.com/loupan/205491.html,废弃2 崇文门,73176
翼之城,http://bj.fang.anjuke.com/loupan/237757.html,顺义 空港工业区,15399
金域缇香,http://bj.fang.anjuke.com/loupan/245897.html,房山 长阳,24570
水晶屿,http://bj.fang.anjuke.com/loupan/252486.html,昌平 昌平县城,22000
黄帝城小镇,http://bj.fang.anjuke.com/loupan/253193.html,投资 投资,6500
温莎假日,http://bj.fang.anjuke.com/loupan/249656.html,涿州 涿州,6318
鹏润家园五期,http://bj.fang.anjuke.com/loupan/263903.html,西城 西便门,50000
泰和世家,http://bj.fang.anjuke.com/loupan/240478.html,涿州 涿州,4500
首开国风美仑,http://bj.fang.anjuke.com/loupan/240712.html,通州 马驹桥,20148
美林人家,http://bj.fang.anjuke.com/loupan/204844.html,房山 青龙湖,13879
阿尔法社区,http://bj.fang.anjuke.com/loupan/218905.html,通州 梨园,28112
绿城百合公寓,http://bj.fang.anjuke.com/loupan/216686.html,房山 闫村,18845
中加·博悦,http://bj.fang.anjuke.com/loupan/249111.html,密云 密云,16236
金融街融汇,http://bj.fang.anjuke.com/loupan/240399.html,大兴 天宫院,22500
易居国际,http://bj.fang.anjuke.com/loupan/239869.html,大兴 亦庄,21052
唐源·云居,http://bj.fang.anjuke.com/loupan/246806.html,密云 密云,14351
K2红树湾,http://bj.fang.anjuke.com/loupan/237326.html,固安 固安,7413
莱镇宁静湾,http://bj.fang.anjuke.com/loupan/237015.html,海淀 清河,41428
保利茉莉公馆,http://bj.fang.anjuke.com/loupan/230457.html,大兴 黄村,36229
天保郦景,http://bj.fang.anjuke.com/loupan/211729.html,涿州 涿州,7000
住总万科金域国际,http://bj.fang.anjuke.com/loupan/248317.html,昌平 回龙观,41101
香林醍岸,http://bj.fang.anjuke.com/loupan/252913.html,香河 香河,7000
金成府,http://bj.fang.anjuke.com/loupan/246637.html,通州 梨园,31000
蔚雲府,http://bj.fang.anjuke.com/loupan/251165.html,昌平 昌平县城,25000
旭辉E天地,http://bj.fang.anjuke.com/loupan/250249.html,房山 良乡,37500
领秀新硅谷,http://bj.fang.anjuke.com/loupan/118828.html,海淀 清河,50000
C-PARK时尚广场,http://bj.fang.anjuke.com/loupan/246400.html,房山 房山城关,7272
北京湾,http://bj.fang.anjuke.com/loupan/219579.html,昌平 昌平县城,19715
燕达首尔·国际村,http://bj.fang.anjuke.com/loupan/249042.html,燕郊 燕郊,16000
京南银座,http://bj.fang.anjuke.com/loupan/409151.html,固安 固安,7700
汇豪山水华府,http://bj.fang.anjuke.com/loupan/218879.html,房山 窦店,13333
方恒偶寓空间,http://bj.fang.anjuke.com/loupan/252551.html,丰台 方庄,23000
联港幸福湾,http://bj.fang.anjuke.com/loupan/240142.html,大兴 天宫院,19384
万科红,http://bj.fang.anjuke.com/loupan/237017.html,丰台 方庄,34403
PARK北京,http://bj.fang.anjuke.com/loupan/235808.html,朝阳 朝阳公园,32142
北京城建筑华年,http://bj.fang.anjuke.com/loupan/237451.html,朝阳 北苑,48543
万通家园,http://bj.fang.anjuke.com/loupan/237031.html,顺义 天竺,24509
万隆财富广场,http://bj.fang.anjuke.com/loupan/249753.html,固安 固安,7800
和平里8号,http://bj.fang.anjuke.com/loupan/263986.html,东城 东直门,58000
长安国际,http://bj.fang.anjuke.com/loupan/253067.html,朝阳 CBD,45000
建邦礼仕阁,http://bj.fang.anjuke.com/loupan/237233.html,西城 金融街,87873
远洋新悦,http://bj.fang.anjuke.com/loupan/237227.html,朝阳 管庄,31135
诗景长安,http://bj.fang.anjuke.com/loupan/204885.html,石景山 古城,39538
金地褐石1号院,http://wh.fang.anjuke.com/loupan/247011.html,洪山 光谷,22000
武汉研创中心,http://wh.fang.anjuke.com/loupan/413540.html,江夏 江夏,8500
高雄88号,http://wh.fang.anjuke.com/loupan/413493.html,江岸 解放公园,18000
奥山世纪城澜橼道,http://wh.fang.anjuke.com/loupan/410443.html,青山 建二,27000
人民武汉国际汽车城,http://wh.fang.anjuke.com/loupan/410745.html,蔡甸 蔡甸,10000
联投广场写字楼,http://wh.fang.anjuke.com/loupan/413521.html,江夏 江夏,8000
越秀国际金融汇商铺,http://wh.fang.anjuke.com/loupan/411777.html,江汉 新华路,65000
新世界中心,http://wh.fang.anjuke.com/loupan/413546.html,江汉 新华路,25000
世茂锦绣长江商铺,http://wh.fang.anjuke.com/loupan/410771.html,汉阳 钟家村,20000
武汉天街资本中心,http://wh.fang.anjuke.com/loupan/413539.html,江汉 王家墩,18000
新地东方广场写字楼,http://wh.fang.anjuke.com/loupan/413545.html,江岸 后湖,11000
联发国际大厦,http://wh.fang.anjuke.com/loupan/413520.html,武昌 武昌老城区,25000
中国铁建1818中心写字...,http://wh.fang.anjuke.com/loupan/413554.html,武昌 武昌老城区,25000
欧亚广场,http://wh.fang.anjuke.com/loupan/413525.html,东西湖 金银湖,14000
国际企业峰汇,http://wh.fang.anjuke.com/loupan/413506.html,硚口 古田,8000
汇博苑,http://wh.fang.anjuke.com/loupan/298265.html,东湖高新  光谷北,17000
万金国际广场,http://wh.fang.anjuke.com/loupan/251498.html,武昌 武昌老城区,16500
光谷创新天地,http://wh.fang.anjuke.com/loupan/413496.html,东湖高新 光谷南,7800
海尔地产国际广场·海...,http://wh.fang.anjuke.com/loupan/414293.html,硚口 古田,15000
海淀嘉郡,http://bj.fang.anjuke.com/loupan/252073.html,海淀 上地,20000
中冶蓝城,http://bj.fang.anjuke.com/loupan/240626.html,房山 房山城关,19500
首开熙悦尚郡,http://bj.fang.anjuke.com/loupan/252477.html,朝阳 朝青,65000
清城国际中心,http://bj.fang.anjuke.com/loupan/406099.html,大兴 黄村,33000
众美城,http://bj.fang.anjuke.com/loupan/249262.html,大兴 天宫院,14000
常楹公元,http://bj.fang.anjuke.com/loupan/246898.html,朝阳 朝青,40000
中国铁建兴盛嘉苑,http://bj.fang.anjuke.com/loupan/298387.html,大兴 亦庄,19000
北京理想城,http://bj.fang.anjuke.com/loupan/228208.html,涿州 涿州,7241
中国铁建原香嘉苑,http://bj.fang.anjuke.com/loupan/263992.html,房山 长阳,11000
东洲家园,http://bj.fang.anjuke.com/loupan/298388.html,朝阳 望京,22000
空港国际,http://bj.fang.anjuke.com/loupan/389882.html,顺义 其他,34000
花语馨苑,http://bj.fang.anjuke.com/loupan/248605.html,廊坊 廊坊,7000
金色漫香郡,http://bj.fang.anjuke.com/loupan/237051.html,大兴 第二机场区,21004
钓鱼台七号院,http://bj.fang.anjuke.com/loupan/204825.html,海淀 公主坟,174839
燕郊孔雀城,http://bj.fang.anjuke.com/loupan/252591.html,燕郊 燕郊,15500
北京海航国兴城,http://bj.fang.anjuke.com/loupan/252658.html,顺义 后沙峪,24647
嘉诚中心,http://bj.fang.anjuke.com/loupan/389866.html,昌平 昌平县城,23000
华泰靖湘园,http://bj.fang.anjuke.com/loupan/245758.html,燕郊 燕郊,11000
星悦国际,http://bj.fang.anjuke.com/loupan/240322.html,通州 马驹桥,15116
金色漫香苑,http://bj.fang.anjuke.com/loupan/240101.html,昌平 北七家,26020
尚华城Ⅱ期,http://bj.fang.anjuke.com/loupan/249058.html,廊坊 廊坊,4184
世嘉光织谷,http://bj.fang.anjuke.com/loupan/228193.html,怀柔 怀柔,18974
建邦华庭,http://bj.fang.anjuke.com/loupan/240122.html,房山 长阳,32000
红星国际广场西苑,http://bj.fang.anjuke.com/loupan/250886.html,廊坊 廊坊,15625
屯三里,http://bj.fang.anjuke.com/loupan/204967.html,朝阳 三里屯,50000
昆仑公寓,http://bj.fang.anjuke.com/loupan/237012.html,朝阳 三元桥,215775
华泰豪庭,http://bj.fang.anjuke.com/loupan/240787.html,涿州 涿州,11000
北京悦,http://bj.fang.anjuke.com/loupan/246733.html,燕郊 燕郊,8328
龙山广场,http://bj.fang.anjuke.com/loupan/240867.html,怀柔 怀柔,26515
香榭家园,http://bj.fang.anjuke.com/loupan/249702.html,香河 香河,80000
金科巴登假日,http://bj.fang.anjuke.com/loupan/237034.html,昌平 小汤山,13666
益田国际梦工场,http://bj.fang.anjuke.com/loupan/247981.html,怀柔 怀柔,14800
金地朗悦,http://bj.fang.anjuke.com/loupan/240621.html,房山 良乡,25036
国泉城,http://bj.fang.anjuke.com/loupan/237294.html,固安 固安,7355
尊悦府邸,http://bj.fang.anjuke.com/loupan/250255.html,房山 良乡,23000
富兴国际中心,http://bj.fang.anjuke.com/loupan/412640.html,大兴 亦庄,33000
懋源钓云台,http://bj.fang.anjuke.com/loupan/410191.html,丰台 丽泽桥,130000
华润公元九里,http://bj.fang.anjuke.com/loupan/219572.html,大兴 黄村,62000
珠江东都国际,http://bj.fang.anjuke.com/loupan/248711.html,通州 通州北,68000
绿地顺义启航国际,http://bj.fang.anjuke.com/loupan/412658.html,顺义 天竺,36000
珠江国际公馆,http://bj.fang.anjuke.com/loupan/238265.html,通州 通州北,45000
融科望京中心,http://bj.fang.anjuke.com/loupan/412661.html,朝阳 望京,58000
首建金融中心,http://bj.fang.anjuke.com/loupan/412664.html,西城 西城,76000
翔天万和城,http://bj.fang.anjuke.com/loupan/236734.html,涿州 涿州,15000
大名城紫金9号,http://sh.fang.anjuke.com/loupan/401196.html,浦东 唐镇,63000
复地申公馆,http://sh.fang.anjuke.com/loupan/249664.html,闵行 浦江,15000
中南君悦府,http://sh.fang.anjuke.com/loupan/412051.html,青浦 青浦新城,42000
城市一品苑,http://sh.fang.anjuke.com/loupan/217292.html,黄浦 淮海中路,100000
明天华城,http://sh.fang.anjuke.com/loupan/193094.html,浦东 周康,55000
宝业爱多邦,http://sh.fang.anjuke.com/loupan/411465.html,青浦 青浦新城,42000
乐清正大城,http://sh.fang.anjuke.com/loupan/416364.html,上海周边 其他,27215
恒大御澜庭,http://sh.fang.anjuke.com/loupan/408649.html,青浦 朱家角,33000
大华朗香花园,http://sh.fang.anjuke.com/loupan/251055.html,宝山 上大,54000
鸿泰乐颐小镇,http://sh.fang.anjuke.com/loupan/252935.html,上海周边 启东,12000
万科翡翠滨江,http://sh.fang.anjuke.com/loupan/250372.html,浦东 陆家嘴滨江,100000
凤凰城,http://sh.fang.anjuke.com/loupan/249123.html,闵行 江川路,50000
中环国际公寓三期,http://sh.fang.anjuke.com/loupan/237267.html,宝山 通河新村,56000
东方华璟园,http://sh.fang.anjuke.com/loupan/411702.html,奉贤 海湾,24000
新城尚品,http://sh.fang.anjuke.com/loupan/411811.html,松江 新桥,33000
中金海棠湾,http://sh.fang.anjuke.com/loupan/247768.html,浦东 周康,55000
光明大第,http://sz.fang.anjuke.com/loupan/246802.html,光明新区 光明,36786
怡龙枫景园,http://sz.fang.anjuke.com/loupan/219749.html,龙岗 龙岗中心城,29775
田厦国际中心,http://sz.fang.anjuke.com/loupan/237744.html,南山 南头,22518
靖轩豪苑,http://sz.fang.anjuke.com/loupan/400598.html,罗湖 东门,45800
深航幸福花园,http://sz.fang.anjuke.com/loupan/236945.html,宝安 福永,6978
大东城二期,http://sz.fang.anjuke.com/loupan/246339.html,坪山区 坪山,23072
招商观园,http://sz.fang.anjuke.com/loupan/224864.html,龙华区 观澜,32224
流塘阳光,http://sz.fang.anjuke.com/loupan/250286.html,宝安 西乡,45174
金地朗悦,http://sz.fang.anjuke.com/loupan/249413.html,坪山区 坪山,18384
香山里二期,http://sz.fang.anjuke.com/loupan/239976.html,南山 华侨城,62738
合正中央原著,http://sz.fang.anjuke.com/loupan/231925.html,龙华区 民治,53888
卓越皇后道,http://sz.fang.anjuke.com/loupan/249396.html,龙华区 民治,54366
懿花园,http://sz.fang.anjuke.com/loupan/205066.html,龙华区 观澜,35000
森·尚璟,http://sz.fang.anjuke.com/loupan/389565.html,龙岗 横岗,39000
公园大地花园,http://sz.fang.anjuke.com/loupan/96748.html,龙岗 龙岗中心城,35000
星河时代花园,http://sz.fang.anjuke.com/loupan/219584.html,龙岗 大运城,41348
